Datum,close_price,open_price,high_price,low_price,rsi,mfi,tv,sma,williams,regrs,cci,is_in_time,time
05.04.2022 12:42:14,1.096000,1.098000,1.098000,1.096000,35.4,21.561210,1.000000,1.107429,-100.000000,0.946139,-129.261364,1.0,12.0
05.04.2022 16:21:11,1.094000,1.096000,1.096000,1.094000,33.4,14.389016,1.000000,1.105857,-100.000000,0.955604,-149.018524,1.0,16.0
05.04.2022 17:59:29,1.092000,1.094000,1.094000,1.092000,31.5,7.186584,1.000000,1.104000,-100.000000,0.955912,-165.014733,0.0,17.0
05.04.2022 21:21:24,1.090000,1.092000,1.092000,1.090000,29.6,7.197755,1.000000,1.102286,-100.000000,0.958885,-175.607287,0.0,21.0
06.04.2022 08:00:46,1.088000,1.090000,1.090000,1.088000,27.9,7.208960,1.000000,1.100571,-100.000000,0.966038,-185.755534,1.0,8.0
06.04.2022 10:44:56,1.092000,1.090000,1.092000,1.090000,36.0,14.306127,1.000000,1.099286,-83.333333,0.943862,-146.788991,1.0,10.0
06.04.2022 20:17:13,1.088000,1.090000,1.090000,1.088000,32.1,14.324734,1.000000,1.097857,-100.000000,0.952815,-161.543492,0.0,20.0
07.04.2022 07:58:33,1.092000,1.090000,1.092000,1.090000,39.2,14.213154,1.000000,1.096429,-81.818182,0.885175,-122.411693,0.0,7.0
07.04.2022 10:22:07,1.088000,1.090000,1.090000,1.088000,35.2,14.231689,1.000000,1.095000,-100.000000,0.863573,-131.872284,1.0,10.0
07.04.2022 13:41:56,1.092000,1.090000,1.092000,1.090000,41.6,21.368897,1.000000,1.094000,-77.777778,0.738901,-97.398031,1.0,13.0
07.04.2022 18:39:13,1.088000,1.090000,1.090000,1.088000,37.6,21.391236,1.000000,1.092857,-100.000000,0.698006,-108.176312,0.0,18.0
08.04.2022 02:03:22,1.086000,1.088000,1.088000,1.086000,35.8,21.413622,1.000000,1.091714,-100.000000,0.682367,-112.566715,0.0,2.0
08.04.2022 15:24:56,1.084000,1.086000,1.086000,1.084000,34.0,21.436054,1.000000,1.090571,-100.000000,0.680972,-117.924528,1.0,15.0
08.04.2022 16:56:42,1.088000,1.086000,1.088000,1.086000,40.4,28.576421,1.000000,1.089857,-71.428571,0.573384,-90.328467,1.0,16.0
10.04.2022 23:05:00,1.090000,1.088000,1.090000,1.088000,43.4,35.731142,1.000000,1.089429,-50.000000,0.342352,-70.588235,0.0,23.0
11.04.2022 11:30:46,1.092000,1.090000,1.092000,1.090000,46.3,42.894610,1.000000,1.089286,-20.000000,0.070914,-52.437902,1.0,11.0
11.04.2022 15:38:53,1.088000,1.090000,1.090000,1.088000,41.7,42.905863,1.000000,1.089000,-50.000000,0.035221,-67.877629,1.0,15.0
12.04.2022 08:59:54,1.086000,1.088000,1.088000,1.086000,39.6,42.917122,1.000000,1.088714,-75.000000,0.070914,-77.847268,1.0,8.0
12.04.2022 14:55:21,1.090000,1.088000,1.090000,1.088000,45.5,50.061226,1.000000,1.088857,-25.000000,0.059282,-53.648439,1.0,14.0
12.04.2022 17:30:57,1.086000,1.088000,1.088000,1.086000,41.2,42.915263,1.000000,1.088429,-75.000000,0.045398,-72.683109,0.0,17.0
12.04.2022 18:36:02,1.084000,1.086000,1.086000,1.084000,39.1,42.926530,1.000000,1.088143,-100.000000,0.164029,-88.175948,0.0,18.0
13.04.2022 02:25:06,1.082000,1.084000,1.084000,1.082000,37.2,35.783713,1.000000,1.087429,-100.000000,0.197411,-105.549510,0.0,2.0
13.04.2022 17:27:57,1.086000,1.084000,1.086000,1.084000,43.3,42.920955,1.000000,1.087286,-60.000000,0.223021,-77.192982,0.0,17.0
13.04.2022 18:06:22,1.088000,1.086000,1.088000,1.086000,46.1,42.905953,1.000000,1.087000,-40.000000,0.064017,-52.307692,0.0,18.0
14.04.2022 03:56:03,1.090000,1.088000,1.090000,1.088000,48.9,50.061323,1.000000,1.087143,-20.000000,0.004322,-24.926686,0.0,3.0
14.04.2022 08:37:58,1.092000,1.090000,1.092000,1.090000,51.5,57.214170,1.000000,1.087571,-0.000000,0.006118,9.361418,1.0,8.0
14.04.2022 13:48:29,1.088000,1.090000,1.090000,1.088000,46.3,57.199142,1.000000,1.087857,-40.000000,0.004938,-26.194145,1.0,13.0
14.04.2022 14:50:49,1.086000,1.088000,1.088000,1.086000,44.0,50.061291,1.000000,1.087714,-60.000000,0.019191,-60.035842,1.0,14.0
14.04.2022 15:01:22,1.084000,1.086000,1.086000,1.084000,41.7,42.920955,1.000000,1.087286,-80.000000,0.031634,-103.092784,1.0,15.0
14.04.2022 15:20:40,1.082000,1.084000,1.084000,1.082000,39.4,35.772500,1.000000,1.086571,-100.000000,0.029855,-151.480638,1.0,15.0
14.04.2022 15:42:26,1.080000,1.082000,1.082000,1.080000,37.3,35.791320,1.000000,1.086000,-100.000000,0.104106,-191.464821,1.0,15.0
14.04.2022 15:50:53,1.078000,1.080000,1.080000,1.078000,35.2,35.810159,1.000000,1.085429,-100.000000,0.260790,-226.909920,1.0,15.0
14.04.2022 15:52:57,1.076000,1.078000,1.078000,1.076000,33.2,28.666754,1.000000,1.084429,-100.000000,0.319964,-251.082251,1.0,15.0
14.04.2022 17:09:29,1.080000,1.078000,1.080000,1.078000,40.4,35.791462,1.000000,1.084000,-75.000000,0.382041,-163.663664,0.0,17.0
14.04.2022 18:08:17,1.082000,1.080000,1.082000,1.080000,43.7,42.924922,1.000000,1.083857,-62.500000,0.442497,-106.352941,0.0,18.0
18.04.2022 18:09:56,1.078000,1.080000,1.080000,1.078000,39.1,42.936239,1.000000,1.083571,-87.500000,0.684959,-144.562334,0.0,18.0
